"ServiceDetailsID","ServiceID","Description","IGSTRate","IGSTAmount","HSNCode","QNTY","SparePart","Unit","DiscountRate","DiscountAmount","SalePrice","Amount","TaxableAmount","TotalAmount"
1,1,"Pipe Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,700.00
2,1,"Gear Oil",0.00,0.00,0,2.00,," Lt",0.00,0.00,,0.00,0.00,1350.00
3,1,"Condenser Fan Motor",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,3100.00
4,1,"Condenser Fan Bolt Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,100.00
5,1,"Oil",0.00,0.00,0,5.00,," Lt",0.00,0.00,,0.00,0.00,2400.00
6,1,"Brake Fluid",0.00,0.00,0,1.00,," Lt",0.00,0.00,,0.00,0.00,700.00
7,1,"W.D 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,200.00
8,1,"Brake Master",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,4470.00
9,1,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,29070.00
10,1,"Gas",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1700.00
11,1,"Mechanical Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,11600.00
12,1,"Power Window Switch Lh",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,650.00
13,1,"Front Winder Assy Rh",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3460.00
14,1,"Front Wheather Strip",0.00,0.00,0,1.00,," Set",0.00,0.00,,0.00,0.00,680.00
15,1,"Rear Wheather Strip",0.00,0.00,0,1.00,," Set",0.00,0.00,,0.00,0.00,680.00
16,1,"Door Handle Lh",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,290.00
17,1,"Tag",0.00,0.00,0,5.00,,,0.00,0.00,,0.00,0.00,100.00
18,1,"Insulation Tape",0.00,0.00,0,6.00,,,0.00,0.00,,0.00,0.00,80.00
19,1,"Oring",0.00,0.00,0,5.00,,,0.00,0.00,,0.00,0.00,180.00
20,1,"Ac Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
21,1,"Electrical Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3500.00
22,1,"Silencer Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
23,2,"Dicky Switch",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,980.00
24,2,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2000.00
25,2,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,853.00
26,2,"Vent",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
27,2,"Extra Given",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,167.00
28,3,"Labour And Clutch Coil",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,5200.00
29,5,"Oil",0.00,0.00,0,4.00,," Lt",0.00,0.00,,0.00,0.00,2160.00
30,5,"Oil Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,351.00
31,5,"Wheel Cylinder",0.00,0.00,0,2.00,,,0.00,0.00,,0.00,0.00,1480.00
32,5,"Brake Fluid",0.00,0.00,0,250.00,," Ml",0.00,0.00,,0.00,0.00,135.00
33,5,"Clutch Set",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,8561.00
34,5,"Oil Seal",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,950.00
35,5,"Release Bearing",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,979.00
36,5,"Oil Cooler Gasket Kit",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,2200.00
37,5,"O-Ring Kit",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,2700.00
38,5,"Coolent",0.00,0.00,0,1.00,," Lt",0.00,0.00,,0.00,0.00,400.00
39,5,"Wd 40",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,210.00
40,5,"Relay",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,120.00
41,5,"Bumper",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,7150.00
42,5,"Under Guard",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,4400.00
43,5,"Side Mirror Cover Big",0.00,0.00,0,2.00,,,0.00,0.00,,0.00,0.00,1400.00
44,5,"Mirror Cover Small",0.00,0.00,0,2.00,,,0.00,0.00,,0.00,0.00,900.00
45,5,"Side Mirror Left",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,5500.00
46,5,"Spare Parts",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,13167.00
47,5,"Mechanical Labour",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,9500.00
48,5,"Water Service",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,500.00
49,6,"Compressor",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,28400.00
50,6,"Condenser",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,10300.00
51,6,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
52,6,"Petrol & Flash",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
53,6,"Courier Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
54,6,"Gas & Oil",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1400.00
55,6,"Scaning & Programing",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1500.00
56,6,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,7500.00
57,6,"Paid Amount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,0.00
58,7,"Starter Brush",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,530.00
59,8,"Injector Old",0.00,0.00,0,2.00,," Nos",0.00,0.00,,0.00,0.00,12000.00
60,8,"Injector Seating Washer",0.00,0.00,0,4.00,," Nos",0.00,0.00,,0.00,0.00,100.00
61,8,"Bond",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,100.00
62,8,"Injector Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1400.00
63,8,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
64,8,"Wd 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
65,9,"Oil Cooler",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,3800.00
66,9,"Coolent",0.00,0.00,0,2.00,," Lt",0.00,0.00,,0.00,0.00,780.00
67,9,"Brake Fluid",0.00,0.00,0,250.00,," Ml",0.00,0.00,,0.00,0.00,135.00
68,9,"Wd 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
69,9,"Engine Oil",0.00,0.00,0,5.00,," Lt",0.00,0.00,,0.00,0.00,2400.00
70,9,"Oil Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,480.00
71,9,"Bond",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,180.00
72,9,"Gas & Oil",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,700.00
73,9,"A B S Sensor",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,1700.00
74,9,"Radiator Cleaning",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,1200.00
75,9,"Silencer Service",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,500.00
76,9,"Water Service",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,600.00
77,9,"Programing & Scaning",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,2500.00
78,9,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,10000.00
79,10,"Engine Mount",0.00,0.00,0,2.00,," Nos",0.00,0.00,,0.00,0.00,9000.00
80,10,"Hose Set",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1700.00
81,10,"Water Tank",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2200.00
82,10,"Courier Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,240.00
83,10,"Bolt And Washer",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,250.00
84,10,"Tag",0.00,0.00,0,4.00,,,0.00,0.00,,0.00,0.00,40.00
85,10,"Hose Clip",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,180.00
86,10,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
87,11,"Compressor Bolt",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,170.00
88,11,"Condenser",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,4200.00
89,11,"Discharge Hose",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,950.00
90,11,"Petrol",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,600.00
91,11,"Cross Bar",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,8000.00
92,11,"Lathe",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,500.00
93,11,"Brake Fluid",0.00,0.00,0,500.00,," Ml",0.00,0.00,,0.00,0.00,270.00
94,11,"Coolent Hose",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,250.00
95,11,"Coolent",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,400.00
96,11,"Hose Welding",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,1300.00
97,11,"Belt Tensioner",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,2900.00
98,11,"Termostat Hose",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,700.00
99,11,"Gas & Oil",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,1400.00
100,11,"Ac Labour Charge",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,5000.00
101,11,"Tank Removing & Mechanical Labour",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,2500.00
102,11,"Water Service",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,700.00
103,11,"Spare Parts",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,230.00
104,13,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,6000.00
105,15,"Spare Parts",0.00,0.00,0,,,,0.00,0.00,,0.00,0.00,2544.00
106,15,"Denting",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1200.00
107,15,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,700.00
108,15,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
109,15,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,6500.00
110,15,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
111,15,"Dis",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,444.00
112,16,"L.C",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1700.00
113,18,"Pump",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,23000.00
114,18,"Bullet Button",0.00,0.00,0,5.00,," Nos",0.00,0.00,,0.00,0.00,25.00
115,18,"Diesel Filter",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,1700.00
116,18,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1500.00
117,19,"Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,8000.00
118,20,"Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
119,23,"E C M",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,21000.00
120,23,"Injector",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,12500.00
121,23,"Scaning",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
122,23,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,4500.00
123,23,"Discount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
124,24,"Stopper Bush",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,100.00
125,24,"Gas",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,600.00
126,24,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1700.00
127,24,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,700.00
128,24,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,600.00
129,24,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
130,24,"Discount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,200.00
131,25,"Lathe Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
132,25,"Fuel Pressure Sensor ( Old)",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2300.00
133,25,"Scaning And Programing",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
134,25,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1628.00
135,25,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2200.00
136,27,"B C M",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,6000.00
137,27,"Fues Carrier Set",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,8500.00
138,27,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2697.00
139,27,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
140,27,"Ac Gas & Oil",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
141,27,"Programing",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2000.00
142,27,"Relay",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,175.00
143,27,"Water Service & Interior Wash",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1800.00
144,27,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,13000.00
145,27,"Old Balance",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,800.00
146,28,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2417.00
147,28,"Brake Fluid",0.00,0.00,0,250.00,," Ml",0.00,0.00,,0.00,0.00,135.00
148,28,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2800.00
149,28,"Old Balance",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,5000.00
150,28,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
151,28,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
152,28,"Cam Sensor",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1750.00
153,29,"Gear Oil",0.00,0.00,0,2.00,," Lt",0.00,0.00,,0.00,0.00,1750.00
154,29,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
155,29,"Wd 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
156,29,"Lower Arm Ball Joint",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2360.00
157,29,"Bolt & Washer",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
158,29,"Valve Cover Packing",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1240.00
159,29,"Atf Oil",0.00,0.00,0,2.00,,"  Lt",0.00,0.00,,0.00,0.00,650.00
160,29,"Lathe",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,800.00
161,29,"Mechanical Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,5000.00
162,29,"Scaning & Electrical Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,4000.00
163,29,"H8Bulb",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,350.00
164,29,"Double Filament Bulb",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,40.00
165,30,"E C M",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,27500.00
166,30,"Atf Transmission Oil",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,6242.00
167,30,"Automatic Oil Filter",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1850.00
168,30,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,600.00
169,30,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
170,30,"Immobilizer Smartra",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2000.00
171,30,"Programing",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
172,30,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,5000.00
173,30,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,260.00
174,33,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,615.00
175,33,"W.D 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
176,40,"Gas",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
177,40,"Central Lock",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3500.00
178,40,"Tag",0.00,0.00,0,4.00,," Nos",0.00,0.00,,0.00,0.00,40.00
179,40,"Tyre Puncher",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,100.00
180,40,"Cabin Filter",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,375.00
181,40,"Number Plate",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,700.00
182,40,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,7000.00
183,40,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,14887.00
184,40,"High Pressure Pump Overolling",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3500.00
185,40,"Dicount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,102.00
186,43,"Lathe",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3350.00
187,43,"Valve",0.00,0.00,0,16.00,,,0.00,0.00,,0.00,0.00,3150.00
188,43,"Head Gasket",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1340.00
189,43,"Valve Set",0.00,0.00,0,16.00,,,0.00,0.00,,0.00,0.00,950.00
190,43,"Bolt Thearding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,200.00
191,43,"Head Bolt",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,220.00
192,43,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,800.00
193,43,"Bond",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,180.00
194,43,"Cotton Waste",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,50.00
195,43,"W.D 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
196,43,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,270.00
197,43,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,5000.00
198,43,"Discount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1645.00
199,44,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,30690.00
200,44,"Oil",0.00,0.00,0,3.00,," Lt",0.00,0.00,,0.00,0.00,1440.00
201,44,"Wind Shield",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,4200.00
202,44,"Wind Shield Beading",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,450.00
203,44,"Denting",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,11500.00
204,44,"Engine Threading",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,350.00
205,44,"Gear Box Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
206,44,"Lathe",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,200.00
207,44,"Coolent",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
208,44,"Brake Pad",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,816.00
209,44,"Bolt",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,40.00
210,44,"Brake Fluid",0.00,0.00,0,250.00,," Ml",0.00,0.00,,0.00,0.00,135.00
211,44,"Wd 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,150.00
212,44,"Alignment",0.00,0.00,0,2.00,,,0.00,0.00,,0.00,0.00,800.00
213,44,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,700.00
214,44,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,800.00
215,44,"Painting",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,11500.00
216,44,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,7000.00
217,44,"New Work",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2244.00
218,44,"Dis",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3415.00
219,47,"Lc",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
220,48,"Lathe",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,180.00
221,48,"Starter",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2500.00
222,48,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1887.00
223,48,"Meter Bulb",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,180.00
224,48,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2000.00
225,49,"L.C",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2000.00
226,50,"Water Elbow",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,450.00
227,50,"Battery Charging",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
228,50,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
229,51,"Diesel",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
230,52,"Compresser Old",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,0.00
231,52,"Water Service",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,0.00
232,53,"Radiator Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1200.00
233,53,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,245.00
234,53,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1500.00
235,56,"Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
236,56,"Spare Parts Bill",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,626.00
237,57,"Oil Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,478.00
238,57,"Oil",0.00,0.00,0,4.00,," Lt",0.00,0.00,,0.00,0.00,1920.00
239,57,"Gear Oil",0.00,0.00,0,2.00,," Lt",0.00,0.00,,0.00,0.00,1350.00
240,57,"Silencer Welding",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,400.00
241,57,"Tag",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,10.00
242,57,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,13190.00
243,57,"W.D 40",0.00,0.00,0,150.00,," Ml",0.00,0.00,,0.00,0.00,135.00
244,57,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,4000.00
245,57,"Discount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,483.00
246,58,"Oil",0.00,0.00,0,4.00,," Lt",0.00,0.00,,0.00,0.00,1680.00
247,58,"Oil Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,306.00
248,58,"Brake Fluid",0.00,0.00,0,250.00,," Ml",0.00,0.00,,0.00,0.00,135.00
249,58,"Coolent",0.00,0.00,0,1.00,," Lt",0.00,0.00,,0.00,0.00,400.00
250,58,"W.D 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
251,58,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,8028.00
252,58,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,3000.00
253,58,"Discount",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,484.00
254,59,"Oil",0.00,0.00,0,3.00,," Lt",0.00,0.00,,0.00,0.00,1440.00
255,59,"Oil Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,150.00
256,59,"Coolent",0.00,0.00,0,1.00,," Lt",0.00,0.00,,0.00,0.00,400.00
257,59,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
258,60,"Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,10000.00
259,60,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,40000.00
260,62,"Resistance",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1400.00
261,62,"Scaning",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,300.00
262,62,"Ac Gas",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
263,62,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1300.00
264,63,"Injector Bolt & Washer",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,280.00
265,63,"Brake Fluid",0.00,0.00,0,750.00,," Ml",0.00,0.00,,0.00,0.00,405.00
266,63,"W.D 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,135.00
267,63,"Spare Parts",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,9035.00
268,63,"Lower Arm Bush Lathe",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
269,63,"Coolent",0.00,0.00,0,1.00,," Lt",0.00,0.00,,0.00,0.00,360.00
270,63,"Labour Charges",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,4000.00
271,64,"Coolent",0.00,0.00,0,1.00,," Nos",0.00,0.00,,0.00,0.00,400.00
272,64,"Labour",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,600.00
273,65,"Petrol",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,2100.00
274,65,"Fuel Filter",0.00,0.00,0,1.00,,,0.00,0.00,,0.00,0.00,599.00
275,65,"Spark Plug",0.00,0.00,0,3.00,,,0.00,0.00,,0.00,0.00,440.00
276,65,"Old Cam Sensor",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,800.00
277,65,"Wd 40",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,140.00
278,65,"Scaning & Ecm Key Program",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,1000.00
279,65,"Injector Cleaning",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,500.00
280,65,"Labour Charge",0.00,0.00,0,,,"NA",0.00,0.00,,0.00,0.00,7500.00
